,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
11841,9218051,welcoming clean cheap st marks,20123860,chase,2,east village,40.72647,-73.98379,1,95,1,2,0.04,2,0
11842,9219569,quiet cozy big bushwick apt,47672228,danielle,1,bushwick,40.69064,-73.921,0,125,1,9,0.21,1,0
11843,9219588,cozy yet spacious apt astoria,12864943,tegan,3,astoria,40.75855,-73.91021,0,120,1,1,0.02,2,0
11846,9230523,cozy private space,15565209,violette,1,prospect-lefferts gardens,40.6569,-73.95703,1,50,2,38,1.06,1,98
11847,9230605,times square,47985489,sam,2,hell's kitchen,40.76018,-73.98916,0,199,2,5,0.11,1,0
11848,9230690,cosy quiet williamsburg room,8439782,tim,1,williamsburg,40.71322,-73.95199,1,49,5,0,0.0,1,0
11849,9230738,charming 1bed apt w private deck,4031222,romain,2,upper west side,40.77431,-73.97883,0,185,5,14,0.38,1,4
11850,9231083,beautiful loft home bushwick,20956615,cheryl,1,bedford-stuyvesant,40.68698,-73.91861,1,85,1,8,0.19,1,364
11851,9231257,cozy studio,45168846,hang,1,flatbush,40.64631,-73.96258,0,89,1,0,0.0,1,0
11852,9231341,bright huge room bed sty bk,14667282,pénélope,1,bedford-stuyvesant,40.69436,-73.93144,1,100,1,0,0.0,1,0
11853,9231791,hip bushwick apartment,47989547,hannah,1,bushwick,40.69647,-73.92495,1,60,1,3,0.07,1,0
11855,9233068,williamsburg brooklyn 1 bedroom,42528111,heejoo,1,greenpoint,40.71964,-73.94719,0,125,2,0,0.0,1,0
11856,9233338,quiet cozy sunlit brooklyn home,47995413,sethu,1,flatbush,40.64873,-73.96419,0,100,1,10,0.23,1,0
11857,9233883,artsists nyc downtown luxury loft,43538528,andrea,2,financial district,40.7092,-74.00699,0,175,5,0,0.0,1,0
11859,9236348,spacious two bedroom backyard,48007438,daniel,1,bushwick,40.70198,-73.91571,0,95,1,0,0.0,1,0
11861,9237147,2 br theater disttimes square,47743811,fritz,2,hell's kitchen,40.76416,-73.98807,0,300,2,8,0.18,1,181
11862,9237600,private cozy studio nbpctribeca,17051015,kerry,2,battery park city,40.71704,-74.0162,0,175,1,0,0.0,1,0
11863,9237857,penthouse suites midtown manhattan,17507097,ravi,2,midtown,40.76371,-73.98204,0,300,3,3,0.07,1,0
11864,9238214,sublet cozy spacious private room near manhattan,48016303,nelson,3,astoria,40.75546,-73.91768,1,39,4,9,0.21,1,0
11865,9238295,modern spacious apartment near un doorman bldg,24272490,slavka,2,midtown,40.75145,-73.97162,0,179,1,9,0.21,1,189
11866,9238515,cozy studio main street,48017685,gonzalo,3,flushing,40.7544,-73.82866,2,20,3,3,0.07,1,0
11867,9238861,onebedroom morningside heights,4396038,egor,2,morningside heights,40.80874,-73.9589,0,120,2,2,0.05,1,0
11868,9239252,clean warm master bedroom,47052253,wenjia,2,lower east side,40.71244,-73.98756,1,82,5,0,0.0,1,0
11871,9240606,sunny bookfilled room carroll gardens,14078910,andy,1,carroll gardens,40.68172,-73.99358,1,75,2,42,0.96,1,0
11872,9241147,bushwick 2 bdrm near jmz train stop,39768761,latane,1,bushwick,40.69813,-73.93433,0,110,2,50,1.15,1,0
11874,9242243,cozy 1bdrm apt midtown manhattan,3335559,sworupa,2,midtown,40.76362,-73.97542,1,180,1,10,0.3,1,175
11875,9247687,newly renovated apartment,48055483,vincent,3,middle village,40.71527,-73.89829,1,70,1,1,0.02,1,364
11876,9247923,stunning greenwich village triplex,46631730,anne,2,greenwich village,40.73297,-73.99217,0,325,2,9,0.21,1,0
11878,9248239,private room williamsburg loft,48057837,diana,1,williamsburg,40.71914,-73.96477,1,75,1,2,0.05,1,0
11879,9248558,1 queen bed,48059119,wolcott,2,midtown,40.74784,-73.9862,1,159,1,0,0.0,3,365
11880,9249597,typical cozy 1br prime upper west,20694807,alexandre,2,upper west side,40.77912,-73.97976,0,150,6,1,0.02,1,0
11881,9249776,1 bedroom usw 71columbus,11120994,christine,2,upper west side,40.77741,-73.97789,0,150,1,0,0.0,1,0
11883,9250241,2 twin beds,48059119,wolcott,2,midtown,40.74702,-73.98778,1,159,1,1,0.07,3,365
11885,9250731,bright spacious 1 bedroom,798653,chrissy and scott,1,williamsburg,40.7131,-73.94422,0,119,1,7,0.16,1,0
11887,9253112,spacious beautiful 1br apt,1941852,helga,1,crown heights,40.66965,-73.95517,0,80,1,17,0.38,1,0
11888,9253505,spacious room midtown east,3001268,tianni,2,midtown,40.75261,-73.97063,1,99,1,0,0.0,1,0
11889,9253823,spacious 2br 4 rooms upper west side,31537314,katja,2,upper west side,40.80118,-73.96642,0,250,5,12,0.27,1,20
11891,9255049,designy cozy kid friendly,902703,jessica,1,bushwick,40.69975,-73.92051,0,150,5,30,0.76,1,284
11892,9256750,sunny bedroom backyard l jefferson,16865342,elene,1,bushwick,40.70484,-73.91942,1,50,3,71,1.85,2,2
11893,9259254,large apartment east village,12587611,logan,2,east village,40.72614,-73.98795,0,200,4,0,0.0,1,0
11895,9260616,large modern apartment w backyard,8996900,kristine,1,kensington,40.64735,-73.97611,0,150,4,1,0.02,1,0
11898,9261302,spacious top floor townhouse bk,12780893,jessica,1,south slope,40.66905,-73.9877,0,150,1,0,0.0,1,0
11902,9269126,cleanest times square room,9372538,fabiola,2,hell's kitchen,40.76121,-73.98895,1,169,1,9,0.21,2,89
11904,9270122,beautiful room artistic loft,48148603,ricardo,1,greenpoint,40.73469,-73.95778,1,60,1,1,0.02,1,0
11906,9273161,located heart soho,48161896,kate,2,soho,40.72356,-74.00472,0,78,5,2,0.08,1,0
11907,9274832,apartment bay ridge brooklyn,48169083,rebekah,1,bay ridge,40.63066,-74.02577,0,110,1,0,0.0,1,0
11908,9275199,sunny spacious apartment,48170780,christopher,1,bedford-stuyvesant,40.67936,-73.93388,1,46,1,0,0.0,1,0
11909,9275453,spacious house 20 min manhattan,48171900,michael,3,ditmars steinway,40.77707,-73.91398,1,80,1,2,0.05,1,0
11910,9276587,convenient hells kitchen 1br24pp,2782391,jeff,2,hell's kitchen,40.76639,-73.98727,0,150,3,12,0.27,2,1
11911,9276634,2bedroom heart ev,46323876,mario,2,east village,40.72765,-73.98199,0,199,2,1,0.02,1,0
11912,9277581,clean midcentury modern decorated,25687571,jorge,2,east village,40.72959,-73.98245,0,125,2,15,0.34,1,0
11915,9278786,great 2br east village apartment,1449710,whitney,2,east village,40.72404,-73.98838,0,200,1,2,0.05,1,0
11918,9281688,cozy cove crown heights,114649,onome,1,crown heights,40.66933,-73.9252,1,40,7,23,0.57,1,130
11920,9282032,cozy 1br heart kips bay,4835399,felicia,2,kips bay,40.74138,-73.98048,0,250,5,0,0.0,1,0
11922,9282987,park slope brooklyn charm,11607339,nani,1,park slope,40.67815,-73.97878,0,130,2,4,0.09,1,0
11923,9283104,cozy room heart brooklyn,26885466,sergey,1,midwood,40.61949,-73.95443,1,60,2,54,1.22,1,0
11926,9291870,cozy upper east side 1 bed,48244550,janice,2,upper east side,40.76405,-73.95967,0,126,1,3,0.07,1,0
11927,9292072,spacious 1 bedroom apartment,23429756,maggie,2,upper east side,40.77638,-73.9476,0,215,1,0,0.0,1,0
11928,9295059,1br steps park museums,11797330,casey,2,upper east side,40.78397,-73.95041,0,139,3,18,0.44,1,0
11929,9296077,central park spacious 1 bedroom,42064476,marine,2,upper east side,40.77234,-73.96045,0,200,1,9,0.2,1,0
11930,9296089,fantastic upper west side,34734634,david,2,upper west side,40.79174,-73.97755,0,200,6,0,0.0,1,0
11931,9296598,would like sublet 3 months,48264527,roberta,2,upper west side,40.77944,-73.98518,0,40,1,1,0.03,1,0
11932,9296742,room available prospect park south,48264768,wesley,1,flatbush,40.64905,-73.96799,1,55,1,0,0.0,1,0
11934,9297960,master bedroom williamsburg loft,10646374,aurora,1,williamsburg,40.70801,-73.94787,1,82,3,0,0.0,1,0
11935,9298825,charming brooklyn one bedroom,4631581,kim  and  jordan,1,cobble hill,40.68805,-73.99634,0,185,2,3,0.07,1,0
11936,9298895,spacious sunny room east village,3856750,sabra,2,east village,40.72283,-73.98356,1,60,7,6,0.18,2,0
11937,9299515,luxury studio chelseaflat iron,48277456,mariya,2,chelsea,40.73936,-73.99352,0,200,7,0,0.0,1,0
11938,9299707,upper east side studio 771st ave,48278499,daniel,2,upper east side,40.77161,-73.95295,0,140,1,0,0.0,1,0
11940,9300634,cozy boerum hill apartment,15895218,amy,1,carroll gardens,40.68423,-73.98996,0,134,2,2,0.05,2,0
11941,9301562,cozy loft trendy brooklyn area,48287405,alicia,1,williamsburg,40.70644,-73.93759,1,60,1,0,0.0,1,0
11942,9301647,semiprivate space prime midtown east,9226879,christina,2,midtown,40.75249,-73.97412,1,70,3,6,0.28,2,233
11943,9301755,amazing loft lower east side,4865452,rj,2,lower east side,40.71269,-73.98171,0,200,1,1,0.02,1,0
11944,9302921,cozy friendly central park room,31038604,olivia,2,harlem,40.79912,-73.95204,1,90,2,66,1.5,1,0
11945,9308016,spacious greenpoint duplex wyard,1516920,jonathan,1,greenpoint,40.73077,-73.95851,0,115,1,1,0.02,2,0
11946,9309192,large 1br heart les,84320,kevin,2,lower east side,40.71692,-73.98259,0,245,10,6,0.14,1,0
11949,9311761,cozy apartment lower east side,6655182,tim,2,lower east side,40.71846,-73.98727,1,150,2,2,0.05,1,0
11950,9312190,gorgeous convenient apt sleeps 7,6930315,diana,0,concourse,40.81897,-73.92735,0,159,1,0,0.0,1,0
11952,9313758,spacious room greenpoint duplex,1516920,jonathan,1,greenpoint,40.73274,-73.95505,1,57,1,10,0.22,2,0
11954,9315478,darling west village studio,15815555,meredith,2,west village,40.7356,-74.00405,0,200,1,0,0.0,1,0
11955,9315567,minutes all,48351548,kandisann,2,harlem,40.80157,-73.95407,1,65,1,11,0.25,1,0
11958,9316653,central parkmuseum mile,31245408,ginger,2,east harlem,40.79259,-73.95171,1,90,1,0,0.0,1,0
11959,9317779,bedroom two near st marks,30738895,enzo,2,east village,40.72518,-73.98439,1,100,1,0,0.0,1,0
11960,9319328,cozy bowery studio 6 bdfm trains,48370995,james,2,noho,40.72624,-73.99317,0,100,1,8,0.19,1,0
11961,9319688,excellent location near manhattan,48372942,magdalena,3,astoria,40.76354,-73.91789,1,77,2,1,0.07,1,364
11962,9324841,large artist one bedroom williamsburg,9659504,danny,1,williamsburg,40.71676,-73.94575,0,165,4,10,0.23,1,0
11963,9325951,known,33377685,jonathan,2,hell's kitchen,40.76436,-73.98573,0,190,4,1,0.02,1,0
11965,9327458,sunny bedroom park slope,48410883,jason,1,south slope,40.66641,-73.99078,1,45,3,7,0.16,2,0
11967,9328578,sleeps 5 25 bedrooms families small group,43963802,tanya,2,harlem,40.82287,-73.94561,0,230,3,52,1.33,2,325
11968,9329015,manhattan sweet 2 bd3bd deal,11241615,faruk,2,east harlem,40.79598,-73.94288,0,250,5,33,0.76,1,28
11969,9329090,prime midtown east spacious studio,9226879,christina,2,midtown,40.75145,-73.9752,0,140,4,1,0.02,2,223
11970,9330135,brand new 1 br apt steps train,48423154,evelyn,1,brighton beach,40.57808,-73.96253,0,85,5,0,0.0,1,0
11972,9330884,downtown manhattan 2 bedroom,48427159,kyle,2,lower east side,40.7225,-73.9894,0,200,3,0,0.0,1,0
11973,9331036,spacious master br near bk museum,20267329,nika,1,prospect heights,40.67263,-73.96437,1,99,2,3,0.07,1,0
11974,9331114,bright one bedroom williamsburg,1698259,jeff,1,williamsburg,40.71108,-73.94799,0,140,7,31,0.72,1,209
11975,9331413,beautiful apartment center williamsburg,17433287,efrat,1,williamsburg,40.71786,-73.95588,0,181,4,4,0.09,2,188
11977,9331671,essential lower east side,48431029,kevin,2,lower east side,40.72201,-73.98775,0,175,3,14,1.86,1,51
11978,9331683,supersunny apt 20min manhattan,45589955,jacopo,1,crown heights,40.67637,-73.95951,0,100,6,1,0.02,1,0
11980,9332926,room 3br apt,48437907,filip,2,washington heights,40.83819,-73.94373,1,110,1,1,0.02,1,0
11981,9333533,private room williamsburg,48442001,carlos,1,williamsburg,40.70723,-73.94811,1,50,7,4,0.09,1,0
11982,9334086,large 1br apt25min times square,25402037,khaleed,2,washington heights,40.84465,-73.93733,0,80,2,3,0.07,1,0
11983,9334185,trendy cozy private bdrm bath,48249473,marisol,0,kingsbridge,40.87842,-73.9029,1,75,1,59,1.45,2,354
11984,9334228,cozy studio amazing location,1423321,olivera,2,east village,40.72695,-73.99012,0,70,7,1,0.02,1,0
11985,9334365,1bd steps central parkmuseum,20592462,julia,2,upper east side,40.77751,-73.9556,0,125,1,1,0.02,1,0
11986,9334840,cozy warm one bedroom,2716515,nick,3,astoria,40.7576,-73.9067,0,70,1,1,0.02,1,0
11987,9336526,small room convenient commute,27962518,xiangyu,3,elmhurst,40.73682,-73.875,1,180,1,0,0.0,2,0
11988,9339253,clean ground floor apartment,48471249,kimberly,1,clinton hill,40.69306,-73.96813,1,100,2,7,0.19,1,310
11989,9340975,sunny spacious park slope gem,1939202,sarah,1,park slope,40.66675,-73.97571,0,200,8,2,0.05,1,0
11991,9341196,quiet upper west side private room,5549166,jesse,2,upper west side,40.7915,-73.97197,1,95,3,0,0.0,1,0
11992,9341671,2br apt 10 min midtown,350553,stav,2,harlem,40.81293,-73.95191,0,150,5,0,0.0,2,0
11993,9342019,cozy 2 bedroom historic district,22308430,benjamin,3,jackson heights,40.75462,-73.88284,0,144,2,13,0.3,1,288
11994,9342478,beautiful airy lightfilled room,10406276,kathleen,1,williamsburg,40.70491,-73.93098,1,42,3,0,0.0,1,0
11995,9343313,charming bdrm mins lively les,11824700,rachel,2,lower east side,40.71514,-73.98293,1,95,1,13,0.32,2,0
11996,9343350,charming 2 bd 1 br apartment les,11824700,rachel,2,lower east side,40.71549,-73.9834,0,220,2,3,0.07,2,0
11997,9343634,private bedroom luxury highrise,48492929,benjamin,2,kips bay,40.74198,-73.9768,1,209,3,7,0.22,1,317
11998,9344858,beautiful room center williamsburg,17433287,efrat,1,williamsburg,40.71896,-73.95423,1,118,3,5,0.16,2,0
11999,9345056,cozy room bushwick apartment,16963843,martina,1,bushwick,40.69902,-73.92195,1,50,5,28,1.36,2,0
12000,9345131,master bedroom beautiful bed stuy,4429743,maria,1,bedford-stuyvesant,40.68534,-73.95709,1,95,1,0,0.0,1,0
12001,9345523,cute private bedroom east village,39333015,xiwei,2,east village,40.7228,-73.98352,1,85,1,1,0.02,1,0
12002,9347368,family friendly 2br1ba uws,48511336,peter,2,upper west side,40.78479,-73.97521,0,200,5,5,0.12,1,0
12003,9348111,charming 2br apartment central williamsburg,3311487,scott,1,williamsburg,40.71294,-73.96224,0,161,2,21,0.48,3,2
12004,9348923,modernspacious 1br1 stop city,6264251,chris,1,williamsburg,40.71968,-73.9602,0,110,2,24,0.56,1,0
12005,9348941,spacious 1 br midtown east,7992346,nikali,2,midtown,40.75218,-73.97217,0,149,1,0,0.0,1,0
12007,9349116,great place heart williamsburg,5854655,ian,1,williamsburg,40.71824,-73.95455,0,200,1,1,0.02,1,0
12008,9349221,charming sunny williamsburg apt,35489917,erin,1,williamsburg,40.71401,-73.96333,1,99,1,5,0.12,1,0
12009,9349950,spacious bohemian apartment,10621509,taylor,1,bedford-stuyvesant,40.68137,-73.91479,0,80,5,12,0.28,1,0
12011,9350645,entire 2bed apt brooklyn,13031745,madeline,1,williamsburg,40.7073,-73.94219,0,98,4,3,0.07,3,0
12012,9350729,cozy room heart brooklyn,2953015,soria,1,clinton hill,40.69223,-73.96879,1,63,2,2,0.05,1,0
12014,9351013,boutique living 10 min nyc,48532777,alexander,3,ditmars steinway,40.77627,-73.90963,0,89,1,16,0.45,1,36
12015,9351679,1bdr apartment astoria ny 10min manhattan,48534909,despina,3,astoria,40.76483,-73.91522,0,99,4,4,0.09,1,0
12016,9352565,studio apartment herald square,33281828,vikram,2,midtown,40.74966,-73.98781,0,140,4,2,0.05,1,0
12018,9356909,airy open apt carroll gardens brooklyn,9038714,elyssa,1,carroll gardens,40.67578,-73.99814,0,199,2,6,1.4,1,73
12020,9358718,chez sullivan,23716267,michael,2,hell's kitchen,40.75505,-73.99354,0,175,1,0,0.0,1,0
12021,9359564,beautiful 2bd apt trendy lower east sidenyc,19195540,dor,2,lower east side,40.71806,-73.99222,0,300,3,25,0.58,3,0
12022,9359933,private room modern feel,1733622,nathan,1,crown heights,40.67246,-73.93401,1,40,1,3,0.07,1,0
12023,9360968,sunny 2nd bedroom cheery bushwick apt,29988752,charis,1,bushwick,40.7047,-73.92109,1,100,2,22,0.5,1,0
12025,9361349,400 sq ft 1 br east village prime location,48577772,ben,2,east village,40.72787,-73.98718,0,120,8,6,0.14,1,0
12027,9362388,beautiful large 1 bed upper manhattan,4983133,mo,2,harlem,40.82339,-73.95271,0,90,7,7,0.16,1,269
12028,9362527,quiet roomy space,48582770,kyron,2,inwood,40.86227,-73.92943,1,60,5,1,0.02,1,0
12030,9363966,2 br available summer rental,48588586,adam,2,midtown,40.75511,-73.96825,1,75,1,0,0.0,1,0
12031,9364184,upper west side studio,24708016,clark,2,upper west side,40.78228,-73.97748,0,170,3,11,0.31,1,0
12032,9364626,sunny large room brooklyn,22141007,sarine,1,prospect heights,40.68048,-73.97463,1,75,2,0,0.0,1,0
12033,9364750,feel home,48592068,gregory,2,washington heights,40.84864,-73.94046,1,75,1,0,0.0,1,1
12034,9365025,light filled room greenpoint,2376644,katherine,1,greenpoint,40.72741,-73.94337,1,80,2,0,0.0,1,0
12035,9365126,fully furnished studio brooklyn,48593631,george,1,gowanus,40.67696,-73.99569,0,139,3,10,0.7,1,0
12036,9365176,fifth ave modern studio,48593893,alex,2,midtown,40.75103,-73.98349,0,250,2,10,0.23,1,0
12037,9365502,cozy 1 bdrm chelseameatpacking,3843401,chanel,2,chelsea,40.74097,-73.99953,0,150,1,1,0.02,1,0
12038,9366053,sunny spacious room bushwick,258409,stephanie,1,bushwick,40.701,-73.91593,1,90,3,6,0.32,1,0
12039,9366256,serene private room w river view,10549294,mona,2,upper east side,40.76999,-73.9477,1,55,4,14,0.33,1,8
12040,9366707,loft bowery wroofdeck,48601058,marc,2,noho,40.72711,-73.99198,0,296,2,24,1.69,1,0
12041,9366904,sunfilled nolita 1 bdrm apt prime location,31668272,ava,2,little italy,40.719,-73.99565,0,150,2,9,1.41,1,89
12042,9367337,huge sundrenching apartment waiting you,48603884,katherine,0,parkchester,40.83735,-73.85997,0,139,3,30,0.69,1,357
12043,9367923,greenwhich village luxury loft,24975940,william,2,greenwich village,40.73294,-73.99726,1,249,4,0,0.0,2,0
12044,9368365,perfect 1 br uws,22157668,sofi,2,upper west side,40.78074,-73.98393,0,250,5,0,0.0,1,0
12045,9368754,spacious fun 1br home village,801176,jenny,2,greenwich village,40.72893,-74.00176,0,205,3,2,0.05,1,0
12046,9369426,spacious bushwick 1br morgan l sleeps 2,943095,talia,1,bushwick,40.70267,-73.92923,0,90,2,2,0.07,1,0
12049,9370538,charming 1 bedroom apt,6452596,juliana,2,chinatown,40.71544,-73.99052,0,250,2,1,0.02,1,0
12051,9371009,neat safe well located apt,5993775,vanessa k,2,upper east side,40.775,-73.94842,0,110,3,4,0.09,1,0
12052,9371045,large terrace 1 bed room br apt,32975805,khalil,2,murray hill,40.74961,-73.97846,0,200,2,0,0.0,1,0
12054,9371173,1 bedroom williamsburg,6337128,tara,1,greenpoint,40.72096,-73.94574,0,120,4,0,0.0,1,0
12055,9373167,evillage uber cool ensuite room,3289567,campbell,2,east village,40.72502,-73.97835,1,110,2,2,0.06,2,188
12057,9377185,lightfilled room renovated apt,1021134,manny,1,williamsburg,40.7069,-73.96833,1,60,2,1,0.03,1,0
12058,9379983,gooood morning america,48664130,connor,2,theater district,40.75572,-73.98531,0,205,2,1,0.02,1,0
12059,9380474,private master bedroom tv williamsburg,48578050,chris,1,williamsburg,40.71439,-73.96256,1,50,7,4,0.11,1,0
12060,9381315,comfy nyc studio apartment,7379511,anhad,2,east village,40.72847,-73.98579,0,183,1,1,0.02,1,0
12061,9381449,holidays williamsburg,27499750,donovan,1,williamsburg,40.70943,-73.94277,0,125,1,0,0.0,1,0
12062,9381657,sunny room great location,822839,sarah,1,williamsburg,40.70704,-73.95522,1,70,2,47,1.1,1,54
12065,9383071,bright comfortable space historic brownstone,48677964,lincoln,1,bedford-stuyvesant,40.69329,-73.95069,1,50,3,6,0.14,1,10
12066,9383406,entire upper east side loft apartment,6991164,mike,2,upper east side,40.76854,-73.95532,1,199,1,49,1.11,1,230
12067,9384367,spacious bedroom east river,48627335,judy,2,kips bay,40.73763,-73.97284,1,130,1,0,0.0,1,0
12071,9386923,private master bedroom bushwick,4769886,tom & nic,1,bushwick,40.69535,-73.9184,1,84,2,48,1.11,2,263
12072,9387120,private roomfull bed east village,48695642,anne,2,east village,40.72314,-73.98066,1,100,1,1,0.02,1,0
12073,9387436,rhondas bed breakfast,48696992,rhonda,1,bedford-stuyvesant,40.68925,-73.94462,1,130,2,16,0.41,1,262
12074,9387914,amazing 3 bedroom east village,6753765,austin,2,east village,40.72219,-73.98409,0,285,4,1,0.02,3,0
12075,9390084,soho 1 bedroom plus pullout sofa,47581480,alex,2,soho,40.72667,-74.00257,0,175,4,0,0.0,1,0
12077,9391430,charming 1 br heart nolita,6487616,eli,2,nolita,40.72291,-73.9945,0,175,3,6,0.14,1,0
12082,9393005,sunny near times sq central park,14847501,zachary,2,hell's kitchen,40.76646,-73.9929,0,305,1,0,0.0,2,0
